word,bVoice_sym1,bVoice_sym2
footage,'fʊ ɾɪʤ,
height, haɪt,
heights, haɪts,
labor,'leɪ bɚ,
nephew,'nɛ fju,
punk, pʌŋk,
punks, pʌŋks,
reaction, ɹi 'æk ʃən,
shy, ʃaɪ,
cage, keɪʤ,
civil,'sɪ vəl,
colonel,'kɚ nəl,
courage,'kɚ ɪʤ,
cured,'kjɚd,
curing,'kjʊ ɹɪŋ,
delightful, dɪ 'laɪt fəl,
emotion, ɪ 'moʊ ʃən,
expose, ɪk 'spoʊz,
exposed, ɪk 'spoʊzd,
exposes, ɪk 'spoʊ zɪz,
exposing, ɪk 'spoʊ zɪŋ,
fence, fɛns,
fences,'fɛn səz,
glue, glu,
noodles,'nu ɾəlz,
organ,'oɚ gɪn,
pole, poʊl,
poles, poʊlz,
refrigerator, ɹə 'fɹɪ ʤɚ ɹeɪ ɾɚ,
skull, skʌl,
taxi,'tæk si,
taxis,'tæk siz,
airline,'eɚ laɪn,
airlines,'eɚ laɪnz,
background,'bæk ɹaʊnd,
bravo,'bɹɑ voʊ,
cheek, ʧik,
expense, ɪk 'spɛns,
expenses, ɪk 'spɛn səz,
Irish,'aɪ ɹɪʃ,
ladder,'læ ɾɚ,
mug, mʌg,
nickname,'nɪk neɪm,
pea, pi,
principal,'pɹɪn sə pəl,
rack, ɹæk,
racks, ɹæks,
session,'sɛ ʃɪn,
sessions,'sɛ ʃənz,
soldier,'soʊl ʤɚ,
urine,'jɚ ən,
virgin,'vɚ ʤɪn,
virgins,'vɚ ʤənz,
wander,'wɑn dɚ,
wandered,'wɑn dɚd,
wandering,'wɑn dɚ ɪŋ,
wanders,'wɑn dɚz,
carrot,'kæ ɹət,
chile, chile,
chili,'ʧɪ li,
circus,'sɚ kɪs,
former,'foɚ mɚ,
generous,'ʤɛ nɚ ɹɪs,
gesture,'ʤɛs ʧɚ,
gestures,'ʤɛs ʧɚz,
halfway,'hæf weɪ,
ninja,'nɪn ʤʌ,
o'clock, ə 'klɑk,
prostitute,'pɹɑ stə tut,
prostitutes,'pɹɑ stə tuts,
shelter,'ʃɛl tɚ,
sperm, spɚm,
technology, tɛk 'nɑ lə ʤi,
abilities, ə 'bɪ lə tiz,
ability, ʌ 'bɪ lə ɾi,
agent,'eɪ ʤənt,
agents,'eɪ ʤənts,
chart, ʧɑɚt,
charts, ʧɑɚts,
cherry,'ʧeɪ ɹi,
discussion, dɪ 'skʌ ʃɪn,
documentaries, dɑ kjə 'mɛ nɚ iz,
documentary, dɑ kjə 'mɛn tɚ ɹi,
grader,'gɹeɪ ɾɚ,
graders,'gɹeɪ ɾɚz,
invest, ɪn 'vɛst,
invested, ɪn 'vɛ stəd,
investing, ɪn 'vɛ stɪŋ,
invests, ɪn 'vɛsts,
jet, gɛt,
knowledge,'nɑ ləʤ,
minister,'mɪ nɪ stɚ,
motherfucker,'mʌ ðɚ fʌ kɚ,
offensive, ə 'fɛn sɪv,
promote, pɹə 'moʊt,
promoted, pɚ 'moʊ ɾɪd,
promotes, pɚ 'moʊts,
promoting, pɚ 'moʊ ɾɪŋ,
retire, ɹɪ 'taɪ jɚ,
retired, ɹə 'taɪ ɚd,
retires, ɹɪ 'taɪ ɚz,
retiring, ɹə 'taɪ ɚ ɪŋ,
sin, sɪn,
singer,'sɪŋ ɚ,
singers,'sɪŋ ɚz,
specific, spə 'sɪ fɪk,
sudden,'sʌ dən,
tuck, tʌk,(folded & stored)
ant, ænt,
bull, bʊl,
bulls, bʊlz,
carefully,'keɚ fə li,
dork, doɚk,
dummies,'dʌ miz,
dummy,'dʌ mi,
exam, ɪg 'zæm,
exams, ɪg 'zæmz,
helicopter,'hɛ lə kɑp tɚ,
profit,'pɹɑ fɪt,
profits,'pɹɑ fɪts,
rate, ɹeɪt,
rates, ɹeɪts,
recall, ɹə 'kɔl,
recalled, ɹɪ 'kɔld,
recalling, ɹɪ 'kɔ lɪŋ,
recalls,'ɹi kɔlz,
reject, ɹə 'ʤɛkt,
rejected, ɹɪ 'ʤɛk tɪd,
rejecting, ɹɪ 'ʤɛk tɪŋ,
rejects,'ɹi ʤɛks,
ski, ski,
skied, skid,
skiing,'ski ɪŋ,
skis, skiz,
spied, spaɪd,
spies, spaɪz,
sponge, spʌnʤ,
spy, spaɪ,
spying,'spaɪ ɪŋ,
stress, stɹɛs,
therapies,'θeɚ ə piz,
therapy,'θeɚ ə pi,
upper,'ʌ pɚ,
assignment, ə 'saɪn mənt,
assignments, ə 'saɪn mənts,
blonde, blɑnd,
bounce, baʊns,
bounced, baʊnst,
bounces,'baʊn sɪz,
bouncing,'baʊn sɪŋ,
branch, bɹænʧ,
branches,'bɹæn ʧəz,
CD, si 'di,
CDs, si 'diz,
cube, kjub,
cubes, kjubz,
daily,'deɪ li,
dice, daɪs,
dignity,'dɪg nɪ ti,
entirely, ɪn 'taɪ ɚ li,
flatter,'flæ ɾɚ,
flattered,'flæ ɾɚd,
flattering,'flæ ɾɚ ɪŋ,
flatters,'flæ ɾɚz,
formed, foɚmd,
forming,'foɚ mɪŋ,
fraud, fɹɔd,
pit, pɪt,
random,'ɹæn dəm,
status,'stæ ɾɪs,
stroke, stɹoʊk,
terrified,'teɚ ə faɪd,
terrify,'teɪ ɹə faɪ,
terrifying,'tɛ ɹə faɪ ɪŋ,
yogurt,'joʊ gɚt,
alley,'æ li,
arrange, ə 'ɹeɪnʤ,
arranged, ɚ 'eɪnʤd,
arranges, ɚ 'eɪn ʤɪz,
arranging, ɚ 'eɪn ʤɪŋ,
coupon,'ku pɔn,
coupons,'ku pɔnz,
ditch, dɪʧ,
ditched, dɪʧt,
ditches,'dɪ ʧəz,
ditching,'dɪ ʧɪŋ,
edge, ɛʤ,
edges,'ɛ ʤəz,
gamble,'gæm bəl,
gambled,'gæm bəld,
gambles,'gæm bəlz,
gambling,'gæm blɪŋ,
gray, gɹeɪ,
grayest,'gɹeɪ ɪst,
grey, gɹeɪ,
greyest,'gɹeɪ əst,
hostage,'hɑ stɪʤ,
hostages,'hɑ stə ʤəz,
inform, ɪn 'foɚm,
informed, ɪn 'foɚmd,
informing, ɪn 'foɚ mɪŋ,
informs, ɪn 'foɚmz,
likely,'laɪ kli,
mask, mæsk,
masks, mæsks,
nastiest,'næ sti əst,
nasty,'næ sti,
Olympics, ə 'lɪm pɪks,
panties,'pæn tiz,
priest, pɹist,
shine, ʃaɪn,
shining,'ʃaɪ nɪŋ,
showered,'ʃaʊ ɚd,
showering,'ʃaʊ wɚ ɹɪŋ,
capable,'keɪ pə bəl,
corporation, koɚ pɚ 'ɹeɪ ʃɪn,
corporations, koɚ pɚ 'eɪ ʃənz,
delete, də 'lit,
deleted, dɪ 'li ɾəd,
deletes, dɪ 'lits,
deleting, dɪ 'li ɾɪŋ,
dental,'dɛn təl,
engagement, ɪn 'geɪʤ mɪnt,
engagements, ɛn 'geɪʤ mənts,
entitle, ɪn 'taɪ ɾəl,
entitled, ɛn 'taɪ ɾəld,
howdy,'haʊ ɾi,
ironic, aɪ 'ɹɑ nɪk,
movement,'muv mənt,
movements,'muv mənts,
piano, pi 'jæ noʊ,
scooter,'sku ɾɚ,
silver,'sɪl vɚ,
slightly,'slaɪ tli,
sorted,'soɚ tɪd,
sorting,'soɚ ɾɪŋ,
tragic,'tɹæ ʤɪk,
cabinet,'kæb nət,
debt, dɛt,
debts, dɛts,
global,'gloʊ bəl,
hereby, hiɚ 'baɪ,
kindergarten,'kɪn dɚ gɑɚ dən,
mustard,'mʌ stɚd,
old-fashioned, oʊld 'fæ ʃənd,
procedure, pɚ 'si ʤɚ,
procedures, pɚ 'si ʤɚz,
progress,'pɹɑ gɹɛs,
rib, ɹɪb,
ribs, ɹɪbz,
scale, skeɪl,
scales, skeɪlz,
select, sə 'lɛkt,
selected, sə 'lɛk tɪd,
selecting, sə 'lɛk tɪŋ,
selects, sə 'lɛkts,
armed, ɑɚmd,
astronaut,'æ sʧɹə nɑt,
backyard,'bæ kjɑɚd,
camped, kæmt,
camping,'kæm pɪŋ,
capture,'kæp ʧɚ,
captured,'kæp ʧɚd,
captures,'kæp ʧɚz,
capturing,'kæp ʧɚ ɪŋ,
cart, kɑɚt,
carts, kɑɚts,
casino, kə 'si noʊ,
Catholic,'kæ θlɪk,
chopped, ʧɑpt,
desert,'dɛ zɚt,
ex-boyfriend,'ɛks boɪ fɹɛnd,
executive, ɪg 'zɛ kjə ɾɪv,
executives, ɛg 'zɛ kjə tɪvz,
foreign,'foɚ ɹɪn,
fully,'fʊ li,
interviewed,'ɪ nɚ vjud,
interviewing,'ɪ nɚ vju ɪŋ,
lean, lin,
leaned, lind,
leaning,'li nɪŋ,
leans, linz,
march, mɑɚʧ,
marched, mɑɚʧt,
marches,'mɑɚ ʧɪz,
marching,'mɑɚ ʧɪŋ,
novel,'nɑ vəl,
novels,'nɑ vəlz,
oranges,'ɔ ɹən ʤəz,
sensed, sɛnst,
sensing,'sɛn sɪŋ,
shadow,'ʃæ ɾoʊ,
slice, slaɪs,
slices,'slaɪ səz,
species,'spi ʃiz,
weigh, weɪ,
weighed, weɪd,
weighing,'weɪ ɪŋ,
weighs, weɪz,
weirdo,'wiɚ doʊ,
accomplish, ʌ 'kɑm plɪʃ,
accomplished, ə 'kɑm plɪʃt,
accomplishes, ə 'kɑm plɪ ʃɪz,
accomplishing, ə 'kɑm plɪ ʃɪŋ,
barbecue (BBQ),'bɑɚ bɪ kju,
barbeque,'bɑɚ bɪ kju,
cast, kæst,"(""cast of a movie"")"
casting,'kæ stɪŋ,
casts, kæsts,
curse, kɚs,
curses,'kɚ sɪz,
define, də 'faɪn,
defined, də 'faɪnd,
defines, dɪ 'faɪnz,
defining, dɪ 'faɪ nɪŋ,
doubled,'dʌ bəld,
doubling,'dʌ blɪŋ,
equipment, ə 'kwɪp mɪnt,
fever,'fi vɚ,
gig, gɪg,
gigs, gɪgz,
harassment, hə 'ɹæ smənt,
intelligent, ɪn 'tɛ lə ʤɪnt,
karate, kə 'ɹɑ ɾi,
manner,'mæ nɚ,
manners,'mæ nɚz,
marijuana, mɛ ɹə 'wɑ nə,
operate,'ɑ pɚ ɹeɪt,
operated,'ɑ pɚ eɪ ɾəd,
operates,'ɑ pɚ ɹeɪts,
operating,'ɑ pɚ eɪ ɾɪŋ,
post, poʊst,
posted,'poʊ stɪd,
posting,'poʊ stɪŋ,
posts, poʊs,
quest, kwɛst,
quests, kwɛsts,
raisin,'ɹeɪ zɪn,
raisins,'ɹeɪ zənz,(ricin is ''ɹɪ sɪn)
recorded, ɹə 'koɚ dɪd,
recording, ɹə 'koɚ dɪŋ,
religious, ɹə 'lɪ ʤɪs,
skinnier,'skɪ ni ɚ,
skinniest,'skɪ ni əst,
skinny,'skɪ ni,
stinkiest,'stɪŋ ki əst,
stinky,'stɪŋ ki,
sushi,'su ʃi,
thy, ðaɪ,
allergic, ə 'lɚ ʤɪk,
appearance, ə 'piɚ əns,
appearances, ə 'pɪ ɹən səz,
border,'boɚ dɚ,
borders,'boɚ dɚz,
cave, keɪv,
caves, keɪvz,
drunken,'ʤɹʌŋ kɪn,"(""a drunken X"" (habit) / ""X is drunk"" (current state))"
fireman,'faɪ ɚ mɪn,
firemen,'faɪɚ mən,
frame, fɹeɪm,
frames, fɹeɪmz,
graduate,'gɹæ ʤu weɪt,
graduated,'gɹæ ʤu eɪ ɾɪd,
graduates,'gɹæ ʤu eɪts,
graduating,'gɹæ ʤu eɪ ɾɪŋ,
hammer,'hæ mɚ,
naughtiest,'nɑ ɾi əst,
naughty,'nɔ ɾi,
salaries,'sæ lɚ iz,
salary,'sæ lɚ ɹi,
signature,'sɪg nɪ ʧɚ,
signatures,'sɪg nə ʧɚz,
afterwards,'æf tɚ wɚdz,
curtain,'kɚ tən,
curtains,'kɚ ɾənz,
defeat, də 'fit,
defeated, dɪ 'fi ɾəd,
defeating, dɪ 'fi ɾɪŋ,
defeats, dɪ 'fits,
desire, dɪ 'zaɪ jɚ,
desires, dɪ 'zaɪ ɚz,
ex-wife,'ɛk swaɪf,
ex-wives,'ɛk swaɪvz,
fireworks,'faɪɚ wɚks,
habit,'hæ bɪt,
lane, leɪn,
lanes, leɪnz,
management,'mæ nɪʤ mɪnt,
mightiest,'maɪ ɾi əst,
mighty,'maɪ ɾi,
Muslim,'mʌz ləm,
Muslims,'mʌz ləmz,
nannies,'næ niz,
nanny,'næ ni,
nicely,'naɪ sli,
polite, pə 'laɪt,
political, pə 'lɪ ɾɪ kəl,
politically, pə 'lɪ ɾɪ kə li,
rage, ɹeɪʤ,
rages,'ɹeɪ ʤɪz,
rainbow,'ɹeɪn boʊ,
smelliest,'smɛ li əst,
smelly,'smɛ li,
tissue,'tɪ ʃu,
triangle,'tɹaɪ eɪŋ gəl,
useless,'ju slɪs,
visitor,'vɪ zɪ ɾɚ,
visitors,'vɪ zɪ ɾɚz,
vodka,'vɑd kə,
angle,'eɪŋ gəl,
anonymous, ʌ 'nɑ nə məs,
calendar,'kæ lən dɚ,
counter,'kaʊn tɚ,
counters,'kaʊn tɚz,
dip, dɪp,
financial, faɪ 'næn ʃəl,
flat, flæt,
flattest,'flæ ɾəst,
grands, gɹændz,
identities, aɪ 'dɛn tɪ tiz, aɪ 'dɛ nɪ ɾiz
identity, aɪ 'dɛn tɪ ti, aɪ 'dɛ nə ti
lighter,'laɪ ɾɚ,
lightest,'laɪ ɾəst,
register,'ɹɛ ʤɪ stɚ,
registered,'ɹɛ ʤɪ stɚd,
registering,'ɹɛ ʤɪ stɚ ɪŋ,
registers,'ɹɛ ʤə stɚz,
shocking,'ʃɑ kɪŋ,
sixth, sɪksθ,
spoon, spun,
spoons, spunz,
strawberries,'stɹɔ beɚ iz,
strawberry,'stɹɔ beɚ ɹi,
target,'tɑɚ gɪt,
targets,'tɑɚ gəts,
teenage,'ti neɪʤ,
thick, θɪk,
thicker,'θɪ kɚ,
thickest,'θɪ kɪst,
Web, wɛb,
agencies,'eɪ ʤən siz,
agency,'eɪ ʤən si,
carnival,'kɑɚ nə vəl,
confirm, kən 'fɚm,
confirmed, kən 'fɚmd,
confirming, kən 'fɚ mɪŋ,
confirms, kən 'fɚmz,
corpse, koɚps,
corpses,'koɚp səz,
disagree, dɪ sə 'gɹi,
disagreed, dɪ sə 'gɹid,
disagreeing, dɪ sə 'gɹi ɪŋ,
disagrees, dɪ sə 'gɹiz,
feature,'fi ʧɚ,
features,'fi ʧɚz,
firm, fɚm,
firms, fɚmz,
hill, hɪl,
hills, hɪlz,
hopefully,'hoʊp fə li,
jam, ʤæm,
jams, ʤæmz,
lamb, læm,
locals,'loʊ kəlz,
log, lɔg,
logs, lɔgz,
partied,'pɑɚ tid,
partying,'pɑɚ ti ɪŋ,
printer,'pɹɪn tɚ,
printers,'pɹɪn tɚz,
sketch, skɛʧ,
sketches,'skɛ ʧəz,
steam, stim,
superhero, su pɚ 'hiɚ oʊ,
superheroes, su pɚ 'hiɚ oʊz,
terribly,'teɚ ə bli,
toothbrush,'tuθ bɹʌʃ,
toothbrushes,'tuθ bɹʌ ʃɪz,
topped, tɑpt,
topping,'tɑ pɪŋ,
council,'kaʊn səl,
deck, dɛk,
decks, dɛks,
dragon,'dɹæ gɪn,
dragons,'dɹæ gənz,
election, ə 'lɛk ʃən,
lack, læk,
lacks, læks,
lawsuit,'lɔ sut,
lawsuits,'lɑ suts,
lecture,'lɛk ʧɚ,
lectures,'lɛk ʧɚz,
mysterious, mɪ 'stiɚ ɹi əs,
pleasant,'plɛ zɪnt,
pregnancy,'pɹɛg nɪn si,
professionals, pɚ 'fɛ ʃə nəlz,
reward, ɹə 'woɚd,
rewards, ɹɪ 'woɚdz,
risked, ɹɪskt,
risking,'ɹɪ skɪŋ,
roses,'ɹoʊ zɪz,
scientific, saɪ ɪn 'tɪ fɪk,
specifically, spə 'sɪ fɪ kli,
tune, tun,
tunes, tunz,
acid,'æ sɪd,
candidate,'kæn də deɪt,
candidates,'kæ nə ɾɪts,
differently,'dɪ fɹən tli,
economy, ə 'kɑ nə mi,
eighties,'eɪ ɾiz,
eighty,'eɪ ɾi,
fee, fi,
fees, fiz,
flame, fleɪm,
foundation, faʊn 'deɪ ʃən,
joint, ʤoɪnt,
punishment,'pʌ nɪ ʃmənt,
rallies,'ɹæ liz,
rally,'ɹæ li,
reception, ɹə 'sɛp ʃən,
request, ɹə 'kwɛst,
requests, ɹɪ 'kwɛsts,
resist, ɹə 'zɪst,
resisted, ɹɪ 'zɪ stɪd,
resisting, ɹɪ 'zɪ stɪŋ,
resists, ɹɪ 'zɪsts,
scheduled,'skɛ ʤʊld,
scheduling,'skɛ ʤʊ lɪŋ,
shock, ʃɑk,
shocks, ʃɑks,
sore, soɚ,
suspect, sə 'spɛkt,
suspected, sə 'spɛk tɪd,
suspecting, sə 'spɛk tɪŋ,
suspects, sə 'spɛkts,
union,'ju njən,
accuse, ə 'kjuz,
accused, ə 'kjuzd,
accuses, ə 'kju zɪz,
accusing, ə 'kju zɪŋ,
ape, eɪp,
apes, eɪps,
badge, bæʤ,
badges,'bæ ʤɪz,
barn, bɑɚn,
buck, bʌk,
bucks, bʌks,
divide, dɪ 'vaɪd,
divided, dɪ 'vaɪ dɪd,
divides, dɪ 'vaɪdz,
dividing, dɪ 'vaɪ ɾɪŋ,
eternity, ɪ 'tɚ nɪ ti,
hopeless,'hoʊ plɪs,
intervention, ɪn tɚ 'vɛn ʃɪn,
jammed, ʤæmd,
jamming,'ʤæ mɪŋ,
mattress,'mæ tɹəs,
millionaire,'mɪl jə neɚ,
millionaires,'mɪl jə neɚz,
observe, əb 'zɚv,
observed, əb 'zɚvd,
observes, əb 'zɚvz,
observing, əb 'zɚ vɪŋ,
react, ɹi 'ækt,
reacted, ɹi 'æk tɪd,
reacting, ɹi 'æk tɪŋ,
reacts, ɹi 'ækts,
speaker,'spi kɚ,
speakers,'spi kɚz,
spiciest,'spaɪ si əst,
spicy,'spaɪ si,
stadium,'steɪ di əm,
standard,'stæn dɚd,
standards,'stæn dɚdz,
syndrome,'sɪn dɹəm,
unhappy, ʌn 'hæ pi,
vow, vaʊ,
vows, vaʊz,
wills, wɪlz,
youth, juθ,
admire, əd 'maɪ jɚ,
admired, əd 'maɪ ɚd,
admires, æd 'maɪɚz,
admiring, æd 'maɪ ɹɪŋ,
ambulance,'æm bjə ləns,
bonus,'boʊ nɪs,
bonuses,'boʊ nə sɪz,
commission, kə 'mɪ ʃɪn,
commissions, kə 'mɪ ʃənz,
deer, diɚ,
dot, dɑt,
dots, dɑts,
fountain,'faʊn tɪn,
grease, gɹis,
immigrant,'ɪ mə gɹɪnt,
immigrants,'ɪ mə gɹənts,
injuries,'ɪn ʤɚ iz,
injury,'ɪn ʤɚ ɹi,
intense, ɪn 'tɛns,
launch, lɔnʧ,
launched, lɔnʧt,
launches,'lɔn ʧəz,
launching,'lɔn ʧɪŋ,
medal,'mɛ ɾəl,
medals,'mɛ ɾəlz,
mile,'maɪ əl,
miles,'maɪ əlz,
planted,'plæ nɪd,
planting,'plæn tɪŋ,
rescue,'ɹɛ skju,
rescued,'ɹɛ skjud,
rescues,'ɹɛ skjuz,
rescuing,'ɹɛ skju ɪŋ,
seed, sid,
seeds, sidz,
semester, sə 'mɛ stɚ,
tire,'taɪ jɚ,
tires,'taɪ ɚz,
worship,'wɚ ʃɪp,
a.m., eɪ 'ɛm,
alert, ʌ 'lɚt,
alerts, ə 'lɚts,
confident,'kɑn fɪ dɪnt,
currently,'kɚ ɪn tli,
disco,'dɪ skoʊ,
filmed, fɪlmd,
filming,'fɪl mɪŋ,
founded,'faʊn dɪd,
founding,'faʊn dɪŋ,
frustrate,'fɹʌ stɹeɪt,
frustrated,'fɹʌ stɹeɪ ɾɪd,
frustrates,'fɹʌ stɹeɪts,
frustrating,'fɹʌ stɹeɪ ɾɪŋ,
improve, ɪm 'pɹuv,
improved, ɪm 'pɹuvd,
improves, ɪm 'pɹuvz,
improving, ɪm 'pɹu vɪŋ,
intercourse,'ɪ nɚ koɚs,
investment, ɪn 'vɛst mənt,
investments, ɪn 'vɛst mənts,
jelly,'ʤɛ li,
loan, loʊn,
loaned, loʊnd,
loaning,'loʊ nɪŋ,
loans, loʊnz,
protest,'pɹoʊ tɛst,
protested,'pɹoʊ tɛ stɪd,
protesting,'pɹoʊ tɛ stɪŋ,
protests,'pɹoʊ tɛs,
seal,'si əl,
sealed,'si əld,
sealing,'si lɪŋ,
seals, silz,
shocked, ʃɑkt,
silent,'saɪ lɪnt,
temperature,'tɛm pɹə ʧɚ,
testicle,'tɛ stɪ kəl,
typical,'tɪ pə kəl,
unusual, ʌ 'nju ʒu wəl, ə 'nju ʒu əl
approach, ʌ 'pɹoʊʧ,
approached, ə 'pɹoʊʧt,
approaches, ə 'pɹoʊ ʧəz,
approaching, ə 'pɹoʊ ʧɪŋ,
April,'eɪ pɹəl,
bow, baʊ,
bows, baʊz,
castle,'kæ səl,
castles,'kæ səlz,
dine, daɪn,
dined, daɪnd,
dines, daɪnz,
dining,'daɪ nɪŋ,
fiance, fi 'ɑn seɪ,"(pronounced the same, spelled differently than fiancee)"
fiances, fi 'æn sɪz,
goo, gu,
governor,'gʌ vɚ nɚ,
lotion,'loʊ ʃɪn,
measure,'mɛ ʒɚ,
measured,'mɛ ʒɚd,
measures,'mɛ ʒɚz,
measuring,'mɛ ʒɚ ɹɪŋ,
modern,'mɑ dɚn,
necklace,'nɛ kləs,
necklaces,'nɛ klə sɪz,
nor, noɚ,
orgasm,'oɚ gæ zəm,
orgasms,'oɚ gæ zəmz,
poetry,'poʊ ə tɹi,
reasonable,'ɹi zə nə bəl,
scam, skæm,
scams, skæmz,
shift, ʃɪft,
shifts, ʃɪfts,
sneaker,'sni kɚ,
sneakers,'sni kɚz,
straighten,'stɹeɪ ɾən,
straightening,'sʧɹeɪt nɪŋ,'stɹeɪt nɪŋ
tap, tæp,
tapped, tæpt,
tapping,'tæ pɪŋ,
taps, tæps,
tracked, tɹækt,
tracking,'tɹæ kɪŋ,
unlike, ʌn 'laɪk,
bench, bɛnʧ,
blowjob,'bloʊ ʤɑb,
championship,'ʧæm pi ən ʃɪp,
Coke, koʊk,
darkness,'dɑɚk nɪs,
diaries,'daɪ ɚ ɹiz,'daɪ ɚ iz
diary,'daɪ jɚ ɹi,(personal journal)
guilt, gɪlt,
hornier,'hoɚ ni ɚ,
horniest,'hoɚ ni əst,
horny,'hoɚ ni,
intimate,'ɪn tə mɪt,
laughter,'læf tɚ,
lend, lɛnd,
lending,'lɛn dɪŋ,
lends, lɛnz,
lent, lɛnt,
organization, oɚ gə nɪ 'zeɪ ʃən,
organizations, oɚ gə nə 'zeɪ ʃənz,
purple,'pɚ pəl,
rice, ɹaɪs,
seminar,'sɛ mə nɑɚ,
seminars,'sɛ mə nɑɚz,
senior,'si njɚ,
seventies,'sɛ vən tiz,
seventy,'sɛ vən ti,
shaped, ʃeɪpt,
shaping,'ʃeɪ pɪŋ,
sheep, ʃip,
vehicle,'vi ɪ kəl,'vi ə kəl
vehicles,'vi ɪ kəlz,
achieve, ə 'ʧiv,
achieved, ə 'ʧivd,
achieves, ə 'ʧivz,
achieving, ə 'ʧi vɪŋ,
addiction, ə 'dɪk ʃən,
architecture,'ɑɚ kə tɛk ʧɚ,
demon,'di mɪn,
demons,'di mənz,
freezer,'fɹi zɚ,
guide, gaɪd,
guides, gaɪdz,
harm, hɑɚm,
honk, hɑŋk,
honked, hɔŋkt,
honking,'hɑŋ kɪŋ,
install, ɪn 'stɔl,
installed, ɪn 'stɔld,
installing, ɪn 'stɔ lɪŋ,
installs, ɪn 'stɔlz,
mascot,'mæ skɑt,
massive,'mæ sɪv,
metal,'mɛ ɾəl,
metals,'mɛ ɾəlz,
nest, nɛst,
nests, nɛsts,
nineteen, naɪn 'tin,
possibilities, pɑ sə 'bɪ lə ɾiz,
possibility, pɑ sə 'bɪ lɪ ti,
praise, pɹeɪz,
praised, pɹeɪzd,
praises,'pɹeɪ zəz,
praising,'pɹeɪ zɪŋ,
prescription, pɚ 'skɹɪp ʃɪn,
prescriptions, pɚ 'skɹɪp ʃɪnz,
produce, pɹə 'dus,
produced, pɚ 'dust,
produces, pɚ 'du sɪz,
producing, pɚ 'du sɪŋ,(coach+google: pɹə 'du sɪŋ)
salmon,'sæ mən,
surround, sɚ 'ɹaʊnd,
surrounded, sɚ 'aʊn dɪd,
surrounding, sə 'ɹaʊn dɪŋ,
surrounds, sɚ 'aʊndz,
tragedy,'tɹæ ʤə di,
tripped, tɹɪpt,
tripping,'tɹɪ pɪŋ,
troll, tɹoʊl,
tuned, tund,
tuning,'tu nɪŋ,
wagon,'wæ gɪn,
whisper,'wɪ spɚ,
whispered,'wɪ spɚd,
whispering,'wɪ spɚ ɹɪŋ,
whispers,'wɪ spɚz,
yummiest,'jə mi əst,
yummy,'jʌ mi,
ban, bæn,
banned, bænd,
banning,'bæ nɪŋ,
bans, bænz,
bind, baɪnd,
binding,'baɪn dɪŋ,
binds, baɪndz,
bound, baʊnd,
butterflies,'bʌ ɾɚ flaɪz,
butterfly,'bʌ ɾɚ flaɪ,
ceiling,'si lɪŋ,
constantly,'kɑn stən tli,
elbow,'ɛl boʊ,
elbows,'ɛl boʊz,
electricity, ə lɛk 'tɹɪ sɪ ɾi,
exchange, ɪks 'ʧeɪnʤ,
exchanges, ɪks 'ʧeɪn ʤəz,
grass, gɹæs,
knight, naɪt,
knights, naɪts,
misunderstanding, mɪ sən dɚ 'stæn dɪŋ,
reunion, ɹi 'ju njən,
reunions, ɹi 'ju njənz,(default was incorrect; coach version is shown)
sacred,'seɪ kɹɪd,
sergeant,'sɑɚ ʤɪnt,
solo,'soʊ loʊ,
syrup,'sɚ əp,
therefore,'ðeɚ foɚ,
timing,'taɪ mɪŋ,
whistle,'ɪ səl,
ballet, bæ 'leɪ,
blade, bleɪd,
blast, blæst,
celebration, sɛ lə 'bɹeɪ ʃən,
cheesecake,'ʧiz keɪk,
communicate, kə 'mju nə keɪt,
communicated, kə 'mju nə keɪ ɾɪd,
communicates, kə 'mju nɪ keɪts,
communicating, kə 'mju nə keɪ ɾɪŋ,
cough, kɑf,
cripple,'kɹɪ pəl,
crippled,'kɹɪ pəld,
dozen,'dʌ zɪn,
dozens,'dʌ zənz,
goddamn,'gɑd dæm,
heel,'hi əl,
heels, hilz,
lad, læd,
lads, lædz,
noon, nun,
onion,'ʌn jən,(Peeling the onion)
pounded,'paʊn dɪd,
pounding,'paʊn dɪŋ,
relieve, ɹə 'liv,
relieved, ɹə 'livd,
savings,'seɪ vɪŋz,
scheme, skim,
silence,'saɪ lɪns,
skate, skeɪt,
skating,'skeɪ ɾɪŋ,
volunteer, vɑ lən 'tiɚ,
application, æ plə 'keɪ ʃən,
cinnamon,'sɪ nə mən,
coconut,'koʊ kə nʌt,
construction, kən 'stɹʌk ʃən,
Easter,'i stɚ,
ex-girlfriend, ɛks 'gɚl fɹɛnd,
explore, ɛk 'sploɚ,
highway,'haɪ weɪ,
imply, ɪm 'plaɪ,
pottery,'pɑ ɾɚ ɹi,
soak, soʊk,
sticker,'stɪ kɚ,
survivor, sɚ 'vaɪ vɚ,
task, tæsk,
yoga,'joʊ gə,
beast, bist,
biology, baɪ 'ɑ lə ʤi,
carve, kɑɚv,
destiny,'dɛ stə ni,
detention, də 'tɛn ʃən,
direct, də 'ɹɛkt,
drill, dɹɪl,
grill, gɹɪl,
potential, pə 'tɛn ʃəl,
rehearsal, ɹə 'hɚ səl,
related, ɹə 'leɪ ɾɪd,
ribbon,'ɹɪ bɪn,
spaghetti, spə 'gɛ ɾi,
stressed, stɹɛst,
stressing,'stɹɛ sɪŋ,
surely,'ʃɚ li,
accountant, ʌ 'kaʊn tənt,
chill, ʧɪl,
